area_name,d1,d2,d3,d4,d5
อ่างขาง,0.14285714285714285,0.1428571428571428,0.2857142857142856,0.5714285714285712,0.9999999999999996
แม่กำปอง,2.6666666666666665,2.6666666666666665,5.333333333333333,10.666666666666666,18.666666666666664
ม่อนแจ่ม,7.0,7.0,14.0,28.0,49.0
ดอยสุเทพ,2.0,2.0,4.0,8.0,14.0
ขุนกลาง,2.15,2.15,4.3,8.6,15.05
