No.,nameen,ROCKTYPEid,slope-deg,IDW-5d,ls-value,latitude,longitude,STN0203,STN0311,STN0421,ls_prob
5162759,Tree,1,29.98759079,15.899995098631502,0,18.8674734818192,99.355584971566,355.4348487,7720.027869,9347.215453,0.0
5162760,Tree,1,25.09846306,15.88514838492,0,18.8674732811354,99.3556899936637,365.1002553,7720.735546,9350.045175,0.0
5162761,Tree,1,25.17851639,15.881683813510683,0,18.8675184693339,99.3556900889578,367.5300791,7715.744107,9354.880167,0.0
5162762,Tree,1,29.38070869,15.888344473337694,0,18.867518560046,99.3556426213305,363.1808545,7715.422087,9353.600342,0.0
5162763,Tree,1,29.98759079,15.891865356961388,0,18.8674733718473,99.355642526049,360.7217355,7720.413735,9348.764689,0.0
5162764,Tree,1,19.91116714,15.866659117059084,0,18.8675182651873,99.3557968911182,377.3749726,7716.480455,9357.768908,0.0
5162765,Tree,1,21.36306,15.87000089774725,0,18.8674730769893,99.3557967957954,375.0089431,7721.471419,9352.93541,0.0
5162766,Tree,1,25.09846306,15.87673852567349,0,18.8674731677285,99.3557493281815,370.5955953,7721.142348,9351.649299,0.0
5162767,Tree,1,25.17851639,15.87334282855883,0,18.8675183559267,99.3557494234915,372.9896217,7716.151171,9356.483462,0.0
5162769,Tree,1,19.91116714,15.858292362191786,0,18.8675181517461,99.3558562256512,382.8779198,7716.8966,9359.379227,0.0
5162770,Tree,1,20.36564255,15.854814536324811,0,18.867472872782,99.3559035979259,384.9916065,7722.223624,9355.83829,0.0
5162771,Tree,1,21.36306,15.861568187491333,0,18.8674729635484,99.3558561303125,380.5461061,7721.887295,9354.546561,0.0
5162773,Tree,1,20.36564255,15.846364469561973,0,18.867472759307,99.3559629324422,390.5674092,7722.64857,9357.45646,0.0
5165609,Tree,1,31.08966255,16.136513410841594,0,18.8673751138994,99.353850410099,207.1849064,7721.874635,9291.330712,0.0
5165611,Tree,1,31.63792419,16.131397718478258,0,18.867375023645,99.3538978776951,210.2728373,7722.074078,9292.517476,0.0
5165612,Tree,1,31.46172714,16.119485014249385,0,18.8673748205284,99.3540046797855,217.4811489,7722.534651,9295.196982,0.0
5165614,Tree,1,31.63792419,16.12484561557398,0,18.86737491081,99.35395721219,214.2344121,7722.327931,9294.004503,0.0
5165616,Tree,1,31.46172714,16.11264472107039,0,18.8673747076593,99.3540640142796,221.631451,7722.7976,9296.691149,0.0
5165617,Tree,1,31.46854019,16.107067314176426,0,18.8673746173505,99.3541114818745,225.0216724,7723.011597,9297.889338,0.0
5165619,Tree,1,33.47311783,16.101173692998533,0,18.8674198055572,99.3541115767452,228.6970261,7718.014335,9302.745386,0.0
